hpoID,Batch_Size,lr,Dropout_Rate,Weight_Decay_Beta1,Epsilon,FC_Size
25956,192,3e-05,0.7,0.8,0.1,128
25957,64,3e-05,0.5,0.95,1.0,64
25958,192,3e-05,0.7,0.9,1e-08,128
25959,256,3e-06,0.3,0.95,1.0,64
25960,64,3e-05,0.7,0.95,1.0,64
25961,128,3e-05,0.7,0.9,1.0,192
25962,256,0.0003,0.7,0.8,1e-08,64
25963,256,3e-05,0.5,0.9,1e-08,192
25964,128,0.0003,0.3,0.95,0.1,256
25965,256,0.0003,0.5,0.8,1e-08,256
25966,192,0.0003,0.7,0.95,1e-08,64
25967,64,3e-06,0.3,0.9,1e-08,192
25968,128,3e-05,0.7,0.8,0.1,192
25969,128,3e-05,0.5,0.8,1.0,64
25970,256,0.0003,0.7,0.8,1e-08,256
25971,256,0.0003,0.7,0.9,1.0,128
25972,256,0.0003,0.5,0.95,1.0,192
25973,64,0.0003,0.5,0.8,0.1,64
25974,256,3e-05,0.3,0.8,0.1,192
25975,128,3e-06,0.3,0.8,0.1,128
25976,256,3e-05,0.3,0.8,0.1,64
25977,64,3e-05,0.7,0.9,1.0,256
25978,128,3e-05,0.7,0.8,1.0,64
25979,192,0.0003,0.5,0.95,0.1,192
25980,192,3e-06,0.5,0.95,0.1,64
25981,256,3e-05,0.7,0.95,0.1,64
25982,256,0.0003,0.3,0.95,0.1,256
25983,256,3e-05,0.5,0.9,0.1,192
25984,256,3e-06,0.7,0.8,1e-08,256
25985,256,3e-06,0.3,0.9,1.0,64
25986,256,0.0003,0.7,0.95,1e-08,128
25987,128,3e-05,0.3,0.95,1.0,128
25988,64,3e-06,0.7,0.9,1e-08,64
25989,64,3e-06,0.5,0.95,0.1,192
25990,64,3e-06,0.5,0.95,0.1,256
25991,256,3e-05,0.7,0.95,0.1,64
25992,256,3e-06,0.3,0.95,1e-08,256
25993,64,0.0003,0.3,0.95,0.1,64
25994,256,3e-06,0.7,0.9,1.0,192
25995,128,0.0003,0.3,0.9,0.1,192
25996,128,3e-05,0.3,0.8,1.0,192
25997,128,3e-06,0.7,0.9,0.1,128
25998,256,3e-05,0.3,0.95,1e-08,256
25999,128,3e-05,0.3,0.8,1e-08,128
26000,256,0.0003,0.5,0.95,1.0,192
26001,64,0.0003,0.5,0.95,0.1,256
26002,128,3e-06,0.7,0.95,1.0,192
26003,64,3e-05,0.7,0.9,1e-08,128
26004,128,0.0003,0.5,0.8,0.1,192
26005,128,0.0003,0.5,0.9,1.0,192
26006,256,3e-05,0.7,0.95,0.1,192
26007,256,0.0003,0.5,0.8,1e-08,64
26008,64,0.0003,0.3,0.8,0.1,256
26009,64,3e-05,0.7,0.9,0.1,256
26010,64,0.0003,0.3,0.8,1e-08,256
26011,64,3e-06,0.5,0.8,1.0,256
26012,64,3e-06,0.3,0.95,1e-08,192
26013,128,3e-05,0.3,0.9,1.0,128
26014,64,3e-05,0.7,0.95,0.1,192
26015,192,3e-06,0.3,0.8,1.0,128
26016,128,3e-06,0.3,0.95,1e-08,64
26017,128,3e-06,0.3,0.95,1e-08,192
26018,128,3e-05,0.5,0.9,1e-08,256
26019,192,3e-06,0.3,0.9,0.1,128
26020,64,3e-05,0.3,0.8,1e-08,64
26021,64,3e-05,0.7,0.8,0.1,64
26022,64,3e-06,0.3,0.95,1.0,64
26023,64,0.0003,0.7,0.95,0.1,256
26024,192,3e-06,0.5,0.9,1.0,64
26025,256,3e-06,0.5,0.8,1e-08,256
26026,128,3e-06,0.5,0.9,0.1,64
26027,192,0.0003,0.3,0.8,1e-08,128
26028,128,3e-06,0.5,0.95,1e-08,128
26029,256,3e-05,0.5,0.8,1e-08,128
26030,128,3e-06,0.3,0.9,0.1,128
26031,64,0.0003,0.5,0.9,1.0,192
26032,128,3e-06,0.3,0.95,1.0,256
26033,64,3e-06,0.3,0.95,0.1,128
26034,256,0.0003,0.3,0.8,1.0,256
26035,192,0.0003,0.3,0.95,1e-08,128
26036,256,0.0003,0.7,0.95,1.0,64
26037,192,0.0003,0.3,0.8,1e-08,256
26038,128,0.0003,0.7,0.8,1e-08,256
26039,64,3e-06,0.7,0.95,1e-08,64
26040,64,3e-05,0.7,0.95,1e-08,192
26041,256,3e-06,0.5,0.8,1e-08,192
26042,192,0.0003,0.7,0.95,0.1,192
26043,256,3e-06,0.3,0.95,1.0,256
26044,128,3e-05,0.5,0.9,0.1,64
26045,128,3e-06,0.5,0.9,1e-08,128
26046,128,3e-06,0.7,0.9,1e-08,128
26047,128,3e-05,0.3,0.9,0.1,256
26048,128,0.0003,0.5,0.8,1.0,256
26049,64,3e-06,0.7,0.8,1e-08,64
26050,64,3e-05,0.5,0.8,1.0,128
26051,128,3e-05,0.3,0.95,1.0,192
26052,256,3e-05,0.7,0.95,1e-08,128
26053,256,0.0003,0.5,0.8,0.1,192
26054,64,3e-05,0.7,0.8,1.0,64
26055,256,3e-06,0.5,0.95,1.0,256
26056,128,3e-06,0.7,0.95,1e-08,192
26057,256,0.0003,0.5,0.95,1e-08,128
26058,64,3e-06,0.3,0.95,1.0,128
26059,192,3e-05,0.7,0.95,0.1,192
26060,128,3e-06,0.3,0.95,1e-08,128
26061,128,0.0003,0.5,0.8,1e-08,192
26062,256,3e-05,0.5,0.95,1.0,256
26063,128,3e-05,0.7,0.95,0.1,192
26064,64,3e-06,0.3,0.8,1e-08,256
26065,64,3e-06,0.5,0.95,0.1,192
26066,192,3e-05,0.5,0.9,0.1,192
26067,64,0.0003,0.7,0.9,0.1,256
26068,64,3e-05,0.3,0.95,1.0,192
26069,64,3e-06,0.7,0.95,0.1,128
26070,128,3e-05,0.7,0.95,1e-08,128
26071,128,3e-05,0.7,0.95,1.0,256
26072,128,3e-06,0.7,0.9,0.1,64
26073,128,3e-05,0.7,0.95,0.1,128
26074,192,0.0003,0.5,0.95,1e-08,256
26075,128,3e-05,0.3,0.8,1.0,64
26076,256,3e-06,0.5,0.95,0.1,256
26077,128,3e-06,0.7,0.8,1.0,256
26078,256,3e-05,0.3,0.95,0.1,256
26079,64,3e-05,0.7,0.9,0.1,128
26080,192,3e-06,0.7,0.9,1.0,128
26081,128,0.0003,0.3,0.8,0.1,128
26082,192,3e-06,0.3,0.9,1.0,192
26083,192,0.0003,0.5,0.8,0.1,64
26084,64,3e-05,0.5,0.95,0.1,128
26085,128,3e-05,0.7,0.95,1e-08,256
26086,128,3e-06,0.5,0.95,1e-08,192
26087,64,3e-06,0.7,0.9,0.1,192
26088,256,0.0003,0.7,0.9,1e-08,128
26089,128,3e-06,0.7,0.95,1.0,128
26090,64,3e-06,0.5,0.8,1.0,192
26091,128,3e-05,0.7,0.8,1.0,192
26092,192,0.0003,0.5,0.8,0.1,256
26093,128,3e-06,0.5,0.95,0.1,192
26094,192,0.0003,0.5,0.9,0.1,128
26095,128,3e-06,0.5,0.8,1.0,192
26096,128,3e-06,0.3,0.9,0.1,256
26097,128,3e-05,0.5,0.95,1.0,128
26098,64,0.0003,0.5,0.9,1.0,128
26099,128,3e-05,0.5,0.9,1e-08,64
26100,64,3e-05,0.7,0.95,0.1,256
26101,256,3e-06,0.7,0.95,0.1,128
26102,64,3e-05,0.5,0.8,0.1,192
26103,256,3e-06,0.7,0.8,1.0,128
26104,128,3e-05,0.7,0.95,1e-08,256
26105,192,3e-05,0.3,0.9,1.0,256
26106,256,3e-05,0.5,0.8,1.0,256
26107,192,3e-05,0.7,0.95,1e-08,256
26108,64,0.0003,0.7,0.8,0.1,192
26109,192,0.0003,0.3,0.95,1e-08,128
26110,192,0.0003,0.5,0.8,1e-08,128
26111,64,3e-05,0.3,0.9,1e-08,192
26112,64,0.0003,0.5,0.95,1.0,128
26113,64,0.0003,0.7,0.95,1.0,192
26114,128,0.0003,0.3,0.9,0.1,64
26115,64,3e-05,0.3,0.8,0.1,192
26116,256,3e-05,0.3,0.9,1.0,256
26117,128,0.0003,0.7,0.95,1.0,256
26118,64,3e-05,0.3,0.95,1e-08,192
26119,64,0.0003,0.3,0.9,1.0,256
26120,128,0.0003,0.3,0.9,1e-08,64
26121,64,0.0003,0.7,0.8,1.0,256
26122,64,3e-05,0.5,0.95,1e-08,192
26123,64,3e-06,0.5,0.9,1e-08,64
26124,64,0.0003,0.3,0.8,0.1,192
26125,128,0.0003,0.3,0.95,0.1,64
26126,256,3e-05,0.7,0.8,0.1,256
26127,192,0.0003,0.7,0.95,1e-08,256
26128,64,3e-05,0.7,0.9,1e-08,128
26129,128,3e-06,0.3,0.8,1e-08,256
26130,128,0.0003,0.3,0.8,1.0,128
26131,128,0.0003,0.5,0.95,0.1,64
26132,64,3e-05,0.3,0.9,0.1,64
26133,256,3e-06,0.3,0.95,1.0,64
26134,128,3e-06,0.5,0.9,1e-08,192
26135,64,3e-06,0.5,0.8,0.1,256
26136,256,3e-05,0.5,0.8,1e-08,64
26137,64,3e-05,0.5,0.8,0.1,192
26138,64,3e-06,0.3,0.9,1e-08,256
26139,64,3e-05,0.5,0.9,0.1,256
26140,256,0.0003,0.3,0.95,0.1,128
26141,128,3e-05,0.7,0.95,0.1,192
26142,192,3e-06,0.3,0.95,1.0,192
26143,192,3e-06,0.3,0.95,1.0,256
26144,128,3e-05,0.7,0.8,1e-08,256
26145,128,0.0003,0.3,0.8,1.0,64
26146,128,3e-05,0.5,0.8,0.1,64
26147,256,3e-06,0.5,0.9,0.1,128
26148,128,3e-06,0.5,0.9,1e-08,64
26149,128,3e-06,0.5,0.9,1e-08,192
26150,256,3e-05,0.5,0.9,0.1,128
26151,64,0.0003,0.5,0.8,0.1,64
26152,128,3e-05,0.5,0.95,0.1,192
26153,128,0.0003,0.7,0.95,0.1,128
26154,256,3e-06,0.5,0.9,0.1,64
26155,128,3e-05,0.7,0.95,1.0,128
26156,256,3e-05,0.3,0.8,1.0,64
26157,256,3e-06,0.7,0.8,1.0,192
26158,256,3e-06,0.3,0.8,0.1,64
26159,192,0.0003,0.3,0.95,1.0,256
26160,128,3e-05,0.7,0.95,1e-08,192
26161,256,3e-05,0.7,0.8,1.0,256
26162,128,3e-05,0.7,0.95,1.0,128
26163,64,3e-05,0.7,0.95,0.1,256
26164,128,3e-05,0.3,0.95,1e-08,192
26165,256,3e-05,0.3,0.8,0.1,256
26166,256,3e-06,0.3,0.95,1.0,64
26167,128,3e-05,0.3,0.9,1e-08,256
26168,192,0.0003,0.7,0.95,1e-08,64
26169,128,3e-06,0.3,0.8,1.0,128
26170,64,0.0003,0.5,0.8,1e-08,192
26171,64,0.0003,0.3,0.8,0.1,192
26172,256,3e-06,0.3,0.8,1.0,192
26173,64,3e-05,0.5,0.9,0.1,256
26174,64,0.0003,0.5,0.95,1.0,256
26175,256,3e-06,0.5,0.95,1e-08,128
26176,128,3e-05,0.7,0.9,1e-08,256
26177,192,3e-05,0.7,0.8,1.0,128
26178,64,0.0003,0.5,0.95,1.0,192
26179,64,3e-06,0.3,0.9,1.0,64
26180,128,0.0003,0.5,0.95,1.0,128
26181,64,0.0003,0.7,0.9,1.0,128
26182,256,3e-06,0.5,0.8,1e-08,64
26183,256,3e-06,0.7,0.8,1e-08,128
26184,64,3e-05,0.7,0.8,1e-08,256
26185,128,3e-05,0.3,0.9,0.1,64
26186,192,3e-06,0.5,0.8,1.0,192
26187,128,0.0003,0.5,0.9,1e-08,64
26188,192,0.0003,0.7,0.8,1.0,64
26189,128,0.0003,0.7,0.95,0.1,192
26190,128,3e-05,0.5,0.8,1.0,192
26191,64,3e-05,0.3,0.8,1.0,64
26192,128,0.0003,0.7,0.95,1.0,192
26193,192,0.0003,0.7,0.95,1.0,192
26194,128,3e-05,0.5,0.9,1e-08,64
26195,64,0.0003,0.5,0.9,0.1,256
26196,256,0.0003,0.5,0.8,0.1,192
26197,256,3e-06,0.5,0.9,0.1,128
26198,128,0.0003,0.3,0.9,1e-08,64
26199,128,3e-06,0.7,0.95,0.1,192
26200,64,3e-06,0.7,0.8,1.0,128
26201,256,0.0003,0.5,0.9,1e-08,256
26202,128,3e-06,0.7,0.9,1.0,128
26203,64,3e-06,0.7,0.8,0.1,64
26204,64,0.0003,0.7,0.9,1.0,256
26205,256,3e-05,0.7,0.8,0.1,128
26206,64,3e-06,0.7,0.8,0.1,256
26207,64,0.0003,0.5,0.95,1.0,128
26208,256,0.0003,0.5,0.8,0.1,128
26209,256,0.0003,0.3,0.9,1.0,256
26210,256,0.0003,0.7,0.8,0.1,256
26211,256,0.0003,0.7,0.95,1.0,64
26212,128,3e-06,0.5,0.95,1.0,64
26213,128,3e-06,0.5,0.8,1.0,192
26214,128,3e-06,0.3,0.95,1e-08,128
26215,64,0.0003,0.7,0.95,0.1,128
26216,128,3e-05,0.3,0.8,0.1,256
26217,192,0.0003,0.3,0.95,1.0,192
26218,192,3e-06,0.3,0.8,1.0,192
26219,64,0.0003,0.3,0.8,1.0,192
26220,128,3e-05,0.3,0.8,1.0,256
26221,256,3e-05,0.7,0.95,1e-08,128
26222,256,0.0003,0.3,0.8,0.1,128
26223,64,0.0003,0.5,0.9,1.0,192
26224,256,3e-06,0.7,0.8,1e-08,192
26225,64,3e-05,0.3,0.9,1.0,64
26226,256,3e-06,0.7,0.8,0.1,64
26227,192,3e-05,0.5,0.95,1.0,256
26228,256,0.0003,0.5,0.9,1.0,256
26229,256,0.0003,0.7,0.9,1.0,256
26230,256,3e-05,0.5,0.95,1.0,64
26231,256,3e-05,0.3,0.95,0.1,192
26232,128,3e-05,0.5,0.95,1.0,192
26233,128,3e-06,0.5,0.8,0.1,128
26234,128,3e-05,0.5,0.8,1.0,64
26235,64,0.0003,0.7,0.8,1.0,256
26236,64,3e-06,0.7,0.9,1e-08,256
26237,64,3e-05,0.7,0.8,0.1,128
26238,128,3e-06,0.7,0.95,1.0,256
26239,128,3e-05,0.5,0.95,1e-08,256
26240,64,3e-05,0.5,0.95,1.0,128
26241,128,3e-05,0.7,0.8,0.1,256
26242,128,3e-06,0.3,0.9,0.1,128
26243,64,3e-06,0.7,0.8,1e-08,64
26244,128,0.0003,0.7,0.95,0.1,256
26245,128,3e-05,0.5,0.95,1.0,128
26246,128,3e-05,0.5,0.95,1e-08,64
26247,192,0.0003,0.7,0.8,0.1,256
26248,256,3e-05,0.7,0.9,0.1,192
26249,256,3e-05,0.3,0.9,0.1,64
26250,256,0.0003,0.7,0.9,1e-08,192
26251,256,3e-05,0.3,0.95,1.0,64
26252,64,0.0003,0.3,0.95,0.1,192
26253,256,3e-05,0.7,0.95,0.1,256
26254,64,3e-06,0.5,0.8,1e-08,64
26255,128,0.0003,0.7,0.8,1e-08,192
26256,192,3e-05,0.7,0.8,1e-08,128
26257,192,3e-05,0.5,0.9,1e-08,256
26258,128,3e-06,0.5,0.95,1e-08,64
26259,128,0.0003,0.7,0.9,0.1,64
26260,64,3e-05,0.3,0.8,0.1,128
26261,192,0.0003,0.7,0.9,0.1,64
26262,256,3e-05,0.7,0.9,1e-08,192
26263,192,3e-06,0.5,0.9,1.0,192
26264,128,3e-05,0.5,0.9,1e-08,192
26265,128,3e-06,0.7,0.95,1e-08,256
26266,128,3e-06,0.3,0.95,1.0,128
26267,128,0.0003,0.3,0.9,1e-08,128
26268,256,3e-05,0.5,0.9,0.1,128
26269,64,0.0003,0.5,0.95,0.1,192
26270,64,0.0003,0.7,0.9,1.0,128
26271,128,0.0003,0.7,0.8,1.0,64
26272,256,3e-05,0.3,0.8,1.0,192
26273,256,0.0003,0.7,0.95,1e-08,256
26274,128,3e-06,0.7,0.95,1e-08,192
26275,192,3e-06,0.3,0.95,1.0,128
26276,256,0.0003,0.7,0.9,1.0,256
26277,128,3e-06,0.3,0.95,0.1,64
26278,64,0.0003,0.7,0.9,0.1,256
26279,128,3e-05,0.7,0.9,1.0,128
26280,256,3e-06,0.5,0.95,1e-08,128
26281,256,3e-06,0.7,0.9,1.0,256
26282,192,3e-06,0.5,0.95,1.0,192
26283,128,3e-05,0.5,0.8,1.0,256
26284,192,0.0003,0.7,0.9,1e-08,128
26285,192,3e-05,0.7,0.95,0.1,192
26286,256,0.0003,0.3,0.9,1e-08,192
26287,128,3e-06,0.3,0.8,0.1,256
26288,256,0.0003,0.3,0.95,1.0,64
26289,128,0.0003,0.3,0.95,0.1,128
26290,64,3e-06,0.5,0.95,0.1,256
26291,256,0.0003,0.7,0.95,1e-08,64
26292,256,3e-06,0.5,0.9,1.0,192
26293,128,3e-05,0.3,0.95,0.1,256
26294,64,3e-05,0.7,0.9,0.1,64
26295,256,0.0003,0.5,0.9,1e-08,128
26296,256,3e-05,0.5,0.95,0.1,192
26297,64,3e-05,0.3,0.9,0.1,128
26298,128,0.0003,0.7,0.8,1e-08,128
26299,256,3e-05,0.5,0.95,1e-08,192
26300,192,3e-05,0.7,0.95,0.1,192
26301,128,3e-06,0.5,0.95,0.1,128
26302,64,3e-05,0.7,0.8,1.0,256
26303,256,0.0003,0.7,0.8,0.1,256
26304,192,3e-06,0.3,0.95,1.0,128
26305,128,3e-06,0.7,0.8,0.1,256
26306,256,0.0003,0.7,0.8,1e-08,192
26307,128,0.0003,0.3,0.9,1e-08,192
26308,128,0.0003,0.5,0.95,1.0,128
26309,256,3e-06,0.7,0.9,1e-08,192
26310,64,3e-06,0.7,0.8,1.0,128
26311,64,3e-06,0.3,0.9,1e-08,256
26312,128,3e-06,0.7,0.9,0.1,256
26313,128,3e-05,0.5,0.95,0.1,256
26314,256,0.0003,0.3,0.8,0.1,64
26315,128,3e-06,0.7,0.8,1.0,256
26316,256,3e-05,0.3,0.95,0.1,192
26317,256,3e-05,0.3,0.8,0.1,128
26318,64,3e-06,0.5,0.8,1.0,256
26319,256,3e-05,0.5,0.9,1.0,128
26320,256,3e-06,0.3,0.9,1e-08,256
26321,64,3e-05,0.7,0.95,0.1,128
26322,64,0.0003,0.5,0.9,0.1,256
26323,128,3e-05,0.3,0.95,1e-08,256
26324,64,0.0003,0.7,0.95,0.1,256
26325,64,3e-05,0.7,0.9,0.1,64
26326,192,3e-06,0.3,0.8,0.1,192
26327,256,0.0003,0.5,0.8,1.0,192
26328,64,3e-05,0.5,0.8,0.1,256
26329,128,3e-06,0.3,0.95,1e-08,192
26330,256,0.0003,0.7,0.8,1e-08,128
26331,128,3e-05,0.7,0.9,0.1,64
26332,256,3e-05,0.7,0.9,0.1,64
26333,64,3e-06,0.3,0.9,1.0,128
26334,256,3e-06,0.5,0.8,1e-08,128
26335,64,0.0003,0.7,0.9,1e-08,64
26336,256,3e-05,0.7,0.9,0.1,128
26337,128,0.0003,0.7,0.9,1e-08,256
26338,64,0.0003,0.3,0.95,1e-08,256
26339,64,3e-05,0.7,0.9,0.1,192
26340,256,3e-06,0.5,0.8,1.0,128
26341,64,0.0003,0.7,0.9,1e-08,256
26342,256,3e-06,0.5,0.95,1.0,256
26343,192,0.0003,0.3,0.8,1.0,64
26344,192,0.0003,0.5,0.9,1e-08,192
26345,192,0.0003,0.3,0.8,1.0,64
26346,64,0.0003,0.7,0.9,1e-08,128
26347,128,3e-06,0.5,0.95,0.1,128
26348,192,3e-05,0.7,0.9,0.1,64
26349,128,0.0003,0.7,0.95,1e-08,192
26350,192,3e-06,0.3,0.95,1e-08,256
26351,128,3e-05,0.7,0.95,1.0,256
26352,256,0.0003,0.3,0.9,0.1,128
26353,128,3e-05,0.7,0.9,1e-08,128
26354,192,3e-06,0.5,0.8,1.0,128
26355,256,0.0003,0.7,0.9,0.1,192
26356,192,0.0003,0.7,0.95,1.0,192
26357,128,3e-06,0.7,0.95,0.1,192
26358,64,3e-05,0.7,0.9,1.0,64
26359,64,3e-06,0.5,0.8,1e-08,128
26360,256,3e-06,0.3,0.8,1e-08,128
26361,128,0.0003,0.5,0.9,1.0,192
26362,128,0.0003,0.7,0.95,0.1,192
26363,256,3e-06,0.5,0.95,1.0,128
26364,128,3e-05,0.5,0.95,1e-08,256
26365,256,3e-05,0.3,0.8,1.0,128
26366,256,3e-05,0.7,0.9,1.0,128
26367,64,3e-06,0.3,0.8,1e-08,128
26368,64,0.0003,0.5,0.95,1.0,64
26369,256,0.0003,0.3,0.8,1.0,256
26370,128,0.0003,0.5,0.95,1e-08,64
26371,128,3e-06,0.3,0.8,0.1,192
26372,256,0.0003,0.7,0.9,1e-08,128
26373,192,0.0003,0.3,0.9,1.0,64
26374,256,3e-05,0.7,0.95,1.0,64
26375,256,0.0003,0.7,0.8,1e-08,256
26376,256,3e-05,0.7,0.9,1.0,64
26377,128,0.0003,0.7,0.9,1.0,128
26378,64,3e-06,0.3,0.9,1e-08,128
26379,256,3e-06,0.5,0.95,1.0,64
26380,256,3e-05,0.5,0.95,0.1,128
26381,256,3e-06,0.5,0.95,1.0,64
26382,192,0.0003,0.5,0.8,1e-08,128
26383,64,0.0003,0.5,0.95,1e-08,256
26384,192,3e-05,0.5,0.8,0.1,192
26385,192,3e-06,0.3,0.8,1.0,192
26386,64,3e-05,0.3,0.95,1.0,64
26387,192,3e-06,0.7,0.8,1.0,128
26388,256,0.0003,0.5,0.9,1.0,192
26389,64,3e-05,0.5,0.95,1.0,192
26390,64,3e-06,0.5,0.9,0.1,256
26391,192,3e-05,0.5,0.8,1e-08,256
26392,256,3e-06,0.7,0.9,0.1,192
26393,192,3e-05,0.5,0.9,1e-08,64
26394,64,0.0003,0.3,0.8,1e-08,128
26395,256,3e-05,0.5,0.95,1.0,192
26396,256,3e-05,0.5,0.95,0.1,192
26397,64,0.0003,0.3,0.9,1e-08,256
26398,128,0.0003,0.5,0.9,1.0,128
26399,192,0.0003,0.7,0.95,0.1,192
26400,128,3e-06,0.5,0.8,0.1,128
26401,192,0.0003,0.3,0.8,1e-08,64
26402,256,3e-06,0.7,0.8,1.0,64
26403,128,0.0003,0.5,0.8,0.1,256
26404,256,0.0003,0.5,0.8,0.1,64
26405,192,0.0003,0.7,0.8,0.1,128
26406,128,3e-06,0.3,0.8,0.1,192
26407,192,3e-05,0.3,0.9,1e-08,192
26408,64,0.0003,0.3,0.9,0.1,192
26409,256,0.0003,0.3,0.8,1.0,192
26410,256,3e-06,0.3,0.9,0.1,192
26411,64,3e-05,0.5,0.95,0.1,64
26412,64,0.0003,0.5,0.8,0.1,192
26413,64,3e-06,0.5,0.8,1.0,128
26414,256,3e-05,0.5,0.8,1.0,64
26415,192,3e-05,0.3,0.9,1e-08,128
26416,256,3e-06,0.7,0.95,1e-08,128
26417,256,3e-06,0.5,0.8,0.1,256
26418,128,3e-06,0.7,0.8,1.0,192
26419,256,3e-05,0.7,0.9,1.0,64
26420,192,0.0003,0.3,0.9,1.0,192
26421,192,3e-05,0.3,0.9,1e-08,128
26422,64,3e-05,0.5,0.9,1.0,64
26423,192,3e-06,0.5,0.8,1e-08,256
26424,192,0.0003,0.3,0.9,1e-08,64
26425,192,0.0003,0.5,0.9,0.1,128
26426,256,3e-05,0.5,0.9,0.1,256
26427,256,0.0003,0.3,0.8,1e-08,128
26428,128,3e-06,0.7,0.8,1.0,128
26429,128,3e-05,0.5,0.8,1.0,64
26430,256,3e-06,0.7,0.8,0.1,192
26431,256,3e-06,0.5,0.8,0.1,128
26432,64,3e-06,0.7,0.95,1.0,256
26433,256,0.0003,0.5,0.8,1e-08,192
26434,256,3e-06,0.3,0.95,1.0,192
26435,128,3e-05,0.5,0.8,1e-08,64
26436,64,3e-06,0.7,0.9,1e-08,256
26437,256,0.0003,0.5,0.8,1e-08,64
26438,256,3e-06,0.3,0.9,1e-08,128
26439,192,0.0003,0.3,0.8,1.0,128
26440,128,0.0003,0.3,0.95,1e-08,128
26441,256,3e-06,0.3,0.9,1e-08,256
26442,256,3e-06,0.3,0.95,1e-08,256
26443,256,3e-05,0.7,0.9,1e-08,192
26444,64,0.0003,0.7,0.9,1e-08,192
26445,128,3e-05,0.3,0.95,1.0,256
26446,192,0.0003,0.7,0.8,0.1,256
26447,64,0.0003,0.5,0.8,1.0,192
26448,64,3e-05,0.5,0.8,1e-08,256
26449,128,3e-05,0.5,0.95,1.0,192
26450,256,3e-06,0.5,0.8,1.0,192
26451,256,3e-05,0.7,0.8,1e-08,256
26452,64,0.0003,0.5,0.8,0.1,192
26453,256,0.0003,0.3,0.95,1.0,128
26454,256,0.0003,0.7,0.9,1.0,192
26455,256,0.0003,0.5,0.95,1.0,192
26456,256,0.0003,0.7,0.95,0.1,64
26457,64,0.0003,0.7,0.8,1.0,128
26458,64,3e-06,0.3,0.9,1e-08,192
26459,256,3e-06,0.5,0.8,1.0,64
26460,256,3e-06,0.3,0.95,1e-08,64
26461,128,0.0003,0.3,0.9,1.0,64
26462,64,3e-06,0.5,0.9,1e-08,256
26463,192,3e-06,0.5,0.8,1e-08,128
26464,128,0.0003,0.5,0.9,1.0,256
26465,64,3e-06,0.7,0.8,1e-08,128
26466,64,3e-05,0.7,0.9,1.0,64
26467,128,3e-06,0.3,0.95,1e-08,256
26468,192,3e-05,0.7,0.9,1e-08,192
26469,64,0.0003,0.7,0.8,1.0,128
26470,64,3e-06,0.5,0.95,0.1,64
26471,256,0.0003,0.5,0.95,1.0,192
26472,128,3e-05,0.7,0.95,1.0,64
26473,128,3e-05,0.5,0.8,1.0,192
26474,256,3e-06,0.7,0.8,1.0,64
26475,128,3e-05,0.5,0.8,1e-08,128
26476,256,3e-05,0.5,0.9,1.0,192
26477,64,3e-05,0.7,0.8,1.0,256
26478,128,3e-06,0.5,0.9,0.1,64
26479,128,0.0003,0.3,0.95,1.0,128
26480,128,3e-05,0.3,0.95,1e-08,128
26481,256,3e-06,0.5,0.8,1.0,192
26482,256,3e-05,0.7,0.95,0.1,256
26483,128,3e-06,0.5,0.9,1.0,256
26484,256,3e-06,0.5,0.8,1.0,192
26485,64,3e-06,0.3,0.95,0.1,192
26486,64,0.0003,0.5,0.95,1.0,256
26487,192,3e-05,0.3,0.95,1e-08,128
26488,256,0.0003,0.3,0.9,0.1,128
26489,256,0.0003,0.5,0.95,0.1,64
26490,128,3e-05,0.3,0.95,1.0,256
26491,64,0.0003,0.5,0.8,1e-08,64
26492,64,3e-05,0.3,0.9,1.0,128
26493,128,3e-06,0.5,0.95,1e-08,256
26494,128,3e-06,0.5,0.9,1e-08,256
26495,64,3e-06,0.7,0.9,0.1,256
26496,256,0.0003,0.7,0.95,1e-08,192
26497,128,3e-06,0.3,0.8,1.0,192
26498,128,0.0003,0.5,0.95,0.1,128
26499,64,3e-06,0.3,0.8,0.1,192
26500,64,3e-06,0.5,0.9,0.1,192
26501,64,3e-05,0.7,0.9,1e-08,256
26502,64,3e-06,0.3,0.9,1e-08,64
26503,192,3e-06,0.5,0.95,0.1,192
26504,128,3e-06,0.7,0.9,1.0,256
26505,256,0.0003,0.7,0.95,1e-08,192
26506,192,3e-05,0.7,0.95,0.1,128
26507,128,0.0003,0.5,0.8,1e-08,64
26508,256,3e-05,0.5,0.9,1e-08,128
26509,128,0.0003,0.3,0.9,1e-08,256
26510,256,3e-05,0.7,0.8,1.0,64
26511,64,3e-05,0.7,0.95,1e-08,256
26512,192,3e-05,0.3,0.8,1.0,64
26513,128,3e-05,0.7,0.8,1.0,128
26514,128,0.0003,0.7,0.9,1.0,192
26515,256,3e-05,0.7,0.8,0.1,256
26516,256,3e-06,0.3,0.95,1e-08,256
26517,128,0.0003,0.3,0.95,1.0,64
26518,64,0.0003,0.5,0.8,1.0,128
26519,256,3e-05,0.3,0.9,0.1,256
26520,256,3e-05,0.5,0.8,1e-08,192
26521,192,0.0003,0.3,0.9,0.1,256
26522,256,0.0003,0.3,0.9,1.0,256
26523,64,3e-06,0.3,0.95,1e-08,128
26524,256,3e-06,0.5,0.8,0.1,192
26525,64,3e-06,0.3,0.8,1e-08,128
26526,64,3e-06,0.3,0.8,1.0,128
26527,192,3e-05,0.5,0.95,0.1,128
26528,64,3e-05,0.5,0.9,0.1,64
